category,feature,mean_clean,mean_category,cohen_d,tstat,pval,abs_cohen,spearman_rho,n_samples,n_weak,n_strong
drive,crest_factor,7.4005208,2.636489675,4.519175699303195,7.178884920779482,0.01461870983308525,4.519175699303195,,,,
drive,mfcc_9_mean,-3.607327461242676,1.651924042031169,-3.664420795882885,-4.6996226123311375,0.06581773859639532,3.664420795882885,,,,
drive,mfcc_1_mean,-432.9609680175781,-161.78679275512695,-3.590298260758746,-6.184803795960703,0.012365225474377286,3.590298260758746,,,,
drive,mfcc_12_std,12.245503425598145,7.350153982639313,3.5075341909221134,3.690136014919969,0.12090127321208465,3.5075341909221134,,,,
drive,mfcc_13_std,11.63192367553711,7.356380939483643,3.0847204821603333,4.208005707887044,0.06843460939882935,3.0847204821603333,,,,
drive,mfcc_5_mean,33.94702911376953,11.438173800706863,2.910959522231368,2.959335799109613,0.16195737711262853,2.910959522231368,,,,
drive,rms,0.047091049999999995,0.42972796750000003,-2.5884400154479814,-6.812113690291131,0.0002277424294759448,2.5884400154479814,,,,
drive,delta_mfcc_1_std,10.298649311065674,12.416872501373291,-2.5702793829818145,-4.456759855057603,0.0266691805753603,2.5702793829818145,,,,
drive,mfcc_12_mean,-7.345156192779541,-2.328977730125189,-2.2738455257443184,-2.5439395966276726,0.1802528085174566,2.2738455257443184,,,,
drive,delta_mfcc_5_std,1.6097171306610107,2.3820264041423798,-2.21484217375108,-2.0855338827400294,0.2479737009992039,2.21484217375108,,,,
drive,secondary_peak_count,21.5,44.375,-2.1805811099334136,-1.230216110902812,0.43138248996613443,2.1805811099334136,,,,
drive,mfcc_6_mean,-16.601022005081177,-2.8038465157151222,-2.0693290802069186,-1.4854467099780406,0.3635886746313772,2.0693290802069186,,,,
drive,delta_mfcc_12_std,1.234765887260437,0.9927869439125061,2.0471720258793593,2.637093807470659,0.15040388564718432,2.0471720258793593,,,,
drive,amplitude_modulation,0.002309444011189,0.15860787918791175,-2.0340774211165398,-5.381539990759529,0.0010283469733997084,2.0340774211165398,,,,
drive,delta_mfcc_10_std,1.4079015254974365,1.129511296749115,1.8692346733449388,4.850080194060644,0.0015274081657481002,1.8692346733449388,,,,
drive,mfcc_6_std,15.931517601013184,11.926974773406982,1.8047998422438893,1.3138795732606814,0.4007554361070852,1.8047998422438893,,,,
drive,mfcc_2_mean,180.5152587890625,152.0372714996338,1.7300124954607308,2.407371487627609,0.15548121749920796,1.7300124954607308,,,,
drive,mfcc_4_std,16.444785118103027,22.142025113105774,-1.6142029626102565,-3.1951279400532266,0.03317848525507927,1.6142029626102565,,,,
drive,delta_mfcc_13_std,1.2331840991973877,0.9598012715578079,1.5810878009180125,1.8960230709664223,0.2426893185521111,1.5810878009180125,,,,
drive,spectral_flux,0.8411538898944855,1.050691157579422,-1.255252333604684,-1.8720620728108601,0.2053205314143434,1.255252333604684,,,,
drive,mfcc_10_std,11.075781345367432,8.596821069717407,1.2101023581948838,1.095055876677519,0.44715220361992225,1.2101023581948838,,,,
drive,spectral_bandwidth,2078.6088901959724,2702.8042736817515,-1.2090575240010977,-1.9764010513638774,0.16847179542994722,1.2090575240010977,,,,
drive,mfcc_11_std,12.574483394622805,9.136905312538147,1.1321786325077858,1.256999054626126,0.3822630898699486,1.1321786325077858,,,,
drive,delta_mfcc_4_std,2.002385377883911,3.26868537068367,-1.0424607289865564,-2.6783930116712935,0.02898944067280301,1.0424607289865564,,,,
drive,delta_mfcc_13_mean,0.0004292574012652,-0.0017477203000452876,1.0374892666397098,1.4089437383164385,0.31468498426988634,1.0374892666397098,,,,
drive,mfcc_7_std,13.119269847869873,11.180713891983032,1.0133756105987555,0.9430087578917874,0.4957349982256726,1.0133756105987555,,,,
drive,mfcc_2_std,76.04204177856445,66.53298091888428,0.993681460873356,0.8527606245918443,0.5339419811264824,0.993681460873356,,,,
drive,post_onset_energy_ratio,0.99999985,0.9999994912500001,0.9799903223930835,2.1850992232739967,0.06981128457456191,0.9799903223930835,,,,
drive,spectral_centroid,2046.2861624257926,2479.999588249919,-0.9618915359571651,-1.397337284727234,0.30523384913960333,0.9618915359571651,,,,
drive,mfcc_4_mean,0.312441825866701,21.88411635160446,-0.961202496751955,-0.7587309865364116,0.5754495881793157,0.961202496751955,,,,
drive,modulation_energy,0.39665012061595917,0.5067360065877438,-0.9365836014176797,-1.0098579874600586,0.4609575594075752,0.9365836014176797,,,,
drive,spectral_contrast,22.137196245638535,19.769159451602217,0.9294779490783698,2.1702235137852495,0.06513897152050772,0.9294779490783698,,,,
drive,mfcc_1_std,128.96148300170898,157.21069812774658,-0.826558626862361,-0.9729894721849239,0.46556438951510737,0.826558626862361,,,,
drive,mfcc_9_std,11.245288372039795,10.158940434455872,0.775895415895915,1.8466153817674003,0.10380656874685484,0.775895415895915,,,,
drive,autocorrelation,0.97931838,0.97645498,0.7161352784999525,1.012730393132848,0.42820845878341796,0.7161352784999525,,,,
drive,delta_mfcc_7_mean,-0.00067171652335675,0.0004128490372749903,-0.704766365341577,-0.9731369401879099,0.446502451726441,0.704766365341577,,,,
drive,spectral_rolloff,4207.131764250855,4972.536463533335,-0.6696057023945147,-0.8379872632900623,0.5125325506513857,0.6696057023945147,,,,
drive,delta_mfcc_2_std,5.272282123565674,6.058704197406769,-0.6637998590110746,-0.9913281124507599,0.4280694826893429,0.6637998590110746,,,,
drive,delta_mfcc_7_std,1.6765523552894592,1.5371471643447876,0.6325946212284508,0.6665089475201165,0.6029707942270836,0.6325946212284508,,,,
drive,mfcc_11_mean,-4.6042334735393515,-2.328285813331604,-0.6078055037829624,-0.4104844117958286,0.7487561763471059,0.6078055037829624,,,,
drive,sustain_ratio,0.66046535,0.7604194950000001,-0.5768261127069993,-0.8541952671371532,0.4859158550356576,0.5768261127069993,,,,
drive,spectral_flux_variance,2.7395771145820618,3.805798590183258,-0.5159779521117877,-0.768145324271963,0.5246950444380294,0.5159779521117877,,,,
