feature,mean_clean,mean_category,cohen_d,tstat,pval,abs_cohen,spearman_rho,n_samples,n_weak,n_strong
modulation_energy,0.39665012061595917,0.4770872462540865,-1.3545399567290834,-0.7877563941815748,0.5721694087266683,1.3545399567290834,,,,
delta_mfcc_10_std,1.4079015254974365,1.6958928257226944,-1.3124228745796334,-4.98344786238522,0.0001390398041176045,1.3124228745796334,,,,
delta_mfcc_12_std,1.234765887260437,1.428556241095066,-1.2729037331660438,-2.1464140458527625,0.20657484402226117,1.2729037331660438,,,,
post_onset_energy_ratio,0.99999985,0.99999972125,1.1522233162871398,1.3674467369736454,0.3733186182651702,1.1522233162871398,,,,
delta_mfcc_9_std,1.2983614206314087,1.6963919177651405,-1.1041907221018978,-3.141718120844208,0.03187496964288378,1.1041907221018978,,,,
delta_mfcc_13_std,1.2331840991973877,1.4670072719454765,-0.9916033025868748,-1.6253820650328799,0.2889528842860167,0.9916033025868748,,,,
delta_mfcc_8_std,1.4107974171638489,1.834327831864357,-0.9559330845208807,-2.284121077848341,0.12393484019881675,0.9559330845208807,,,,
spectral_flux,0.8411538898944855,0.9867690801620483,-0.9507791669013804,-1.4310623513130785,0.33929305406749294,0.9507791669013804,,,,
delta_mfcc_6_std,1.9213992953300476,2.1426216289401054,-0.8270631207960669,-1.0581013738119067,0.4537855037045286,0.8270631207960669,,,,
delta_mfcc_7_std,1.6765523552894592,2.007389582693577,-0.822905505893298,-1.5002471634700436,0.29964540691076136,0.822905505893298,,,,
delta_mfcc_4_std,2.002385377883911,2.266447030007839,-0.8172965703737491,-1.8647680368374517,0.18810792636057333,0.8172965703737491,,,,
amplitude_modulation,0.002309444011189,0.0017226799318450063,0.7941598929742549,2.127720394635112,0.11187248614112899,0.7941598929742549,,,,
spectral_contrast,22.137196245638535,21.354028475503313,0.7651790011784843,1.341813249953837,0.3428330934874852,0.7651790011784843,,,,
harmonic_ratio,0.8355914499999999,0.70358096625,0.7416923919036428,1.1023545828839965,0.42885156659760837,0.7416923919036428,,,,
mfcc_8_std,10.177089214324951,12.181072533130646,-0.7291362044093087,-1.3136500176722554,0.3465083194564793,0.7291362044093087,,,,
delta_mfcc_5_std,1.6097171306610107,1.87401831895113,-0.7283728190645249,-0.7276201247168835,0.5879775436228891,0.7283728190645249,,,,
inter_peak_interval_variance,47.67853836767869,32.258072091879946,0.7115131495350017,0.5310704712837048,0.6850873617264729,0.7115131495350017,,,,
mfcc_9_std,11.245288372039795,12.664958715438843,-0.710942645372156,-2.4574065490107917,0.030372447961879177,0.710942645372156,,,,
sustain_ratio,0.66046535,0.5213851916250001,0.630035551488494,1.2236426358078187,0.36091968277722686,0.630035551488494,,,,
mfcc_7_std,13.119269847869873,14.81671518087387,-0.6219447674165294,-0.8181128718398404,0.5396138285978783,0.6219447674165294,,,,
delta_mfcc_11_std,1.311654269695282,1.4934519529342651,-0.6171367345575314,-0.7255478865573918,0.5838056174661643,0.6171367345575314,,,,
rms,0.047091049999999995,0.0414542416875,0.5803785090839015,0.8851731137743398,0.5035505273464755,0.5803785090839015,,,,
zcr,0.06286169,0.059598333625,0.5510765894038955,0.6529584835471056,0.6165892583493977,0.5510765894038955,,,,
